Date,Country,Confirmed,Recovered,Deaths
2020-02-12,Afghanistan,0,0,0
2020-02-12,Albania,0,0,0
2020-02-12,Algeria,0,0,0
2020-02-12,Andorra,0,0,0
2020-02-12,Angola,0,0,0
2020-02-12,Antigua and Barbuda,0,0,0
2020-02-12,Argentina,0,0,0
2020-02-12,Armenia,0,0,0
2020-02-12,Australia,15,2,0
2020-02-12,Austria,0,0,0
2020-02-12,Azerbaijan,0,0,0
2020-02-12,Bahamas,0,0,0
2020-02-12,Bahrain,0,0,0
2020-02-12,Bangladesh,0,0,0
2020-02-12,Barbados,0,0,0
2020-02-12,Belarus,0,0,0
2020-02-12,Belgium,1,0,0
2020-02-12,Belize,0,0,0
2020-02-12,Benin,0,0,0
2020-02-12,Bhutan,0,0,0
2020-02-12,Bolivia,0,0,0
2020-02-12,Bosnia and Herzegovina,0,0,0
2020-02-12,Botswana,0,0,0
2020-02-12,Brazil,0,0,0
2020-02-12,Brunei,0,0,0
2020-02-12,Bulgaria,0,0,0
2020-02-12,Burkina Faso,0,0,0
2020-02-12,Burma,0,0,0
2020-02-12,Burundi,0,0,0
2020-02-12,Cabo Verde,0,0,0
2020-02-12,Cambodia,1,1,0
2020-02-12,Cameroon,0,0,0
2020-02-12,Canada,7,1,0
2020-02-12,Central African Republic,0,0,0
2020-02-12,Chad,0,0,0
2020-02-12,Chile,0,0,0
2020-02-12,China,44759,5082,1117
2020-02-12,Colombia,0,0,0
2020-02-12,Congo (Brazzaville),0,0,0
2020-02-12,Congo (Kinshasa),0,0,0
2020-02-12,Costa Rica,0,0,0
2020-02-12,Cote d'Ivoire,0,0,0
2020-02-12,Croatia,0,0,0
2020-02-12,Cuba,0,0,0
2020-02-12,Cyprus,0,0,0
2020-02-12,Czechia,0,0,0
2020-02-12,Denmark,0,0,0
2020-02-12,Diamond Princess,175,0,0
2020-02-12,Djibouti,0,0,0
2020-02-12,Dominica,0,0,0
2020-02-12,Dominican Republic,0,0,0
2020-02-12,Ecuador,0,0,0
2020-02-12,Egypt,0,0,0
2020-02-12,El Salvador,0,0,0
2020-02-12,Equatorial Guinea,0,0,0
2020-02-12,Eritrea,0,0,0
2020-02-12,Estonia,0,0,0
2020-02-12,Eswatini,0,0,0
2020-02-12,Ethiopia,0,0,0
2020-02-12,Fiji,0,0,0
2020-02-12,Finland,1,1,0
2020-02-12,France,11,2,0
2020-02-12,Gabon,0,0,0
2020-02-12,Gambia,0,0,0
2020-02-12,Georgia,0,0,0
2020-02-12,Germany,16,0,0
2020-02-12,Ghana,0,0,0
2020-02-12,Greece,0,0,0
2020-02-12,Grenada,0,0,0
2020-02-12,Guatemala,0,0,0
2020-02-12,Guinea,0,0,0
2020-02-12,Guinea-Bissau,0,0,0
2020-02-12,Guyana,0,0,0
2020-02-12,Haiti,0,0,0
2020-02-12,Holy See,0,0,0
2020-02-12,Honduras,0,0,0
2020-02-12,Hungary,0,0,0
2020-02-12,Iceland,0,0,0
2020-02-12,India,3,0,0
2020-02-12,Indonesia,0,0,0
2020-02-12,Iran,0,0,0
2020-02-12,Iraq,0,0,0
2020-02-12,Ireland,0,0,0
2020-02-12,Israel,0,0,0
2020-02-12,Italy,3,0,0
2020-02-12,Jamaica,0,0,0
2020-02-12,Japan,28,9,0
2020-02-12,Jordan,0,0,0
2020-02-12,Kazakhstan,0,0,0
2020-02-12,Kenya,0,0,0
2020-02-12,"Korea, South",28,7,0
2020-02-12,Kosovo,0,0,0
2020-02-12,Kuwait,0,0,0
2020-02-12,Kyrgyzstan,0,0,0
2020-02-12,Laos,0,0,0
2020-02-12,Latvia,0,0,0
2020-02-12,Lebanon,0,0,0
2020-02-12,Liberia,0,0,0
2020-02-12,Libya,0,0,0
2020-02-12,Liechtenstein,0,0,0
2020-02-12,Lithuania,0,0,0
2020-02-12,Luxembourg,0,0,0
2020-02-12,MS Zaandam,0,0,0
2020-02-12,Madagascar,0,0,0
2020-02-12,Malawi,0,0,0
2020-02-12,Malaysia,18,3,0
2020-02-12,Maldives,0,0,0
2020-02-12,Mali,0,0,0
2020-02-12,Malta,0,0,0
2020-02-12,Mauritania,0,0,0
2020-02-12,Mauritius,0,0,0
2020-02-12,Mexico,0,0,0
2020-02-12,Moldova,0,0,0
2020-02-12,Monaco,0,0,0
2020-02-12,Mongolia,0,0,0
2020-02-12,Montenegro,0,0,0
2020-02-12,Morocco,0,0,0
2020-02-12,Mozambique,0,0,0
2020-02-12,Namibia,0,0,0
2020-02-12,Nepal,1,1,0
2020-02-12,Netherlands,0,0,0
2020-02-12,New Zealand,0,0,0
2020-02-12,Nicaragua,0,0,0
2020-02-12,Niger,0,0,0
2020-02-12,Nigeria,0,0,0
2020-02-12,North Macedonia,0,0,0
2020-02-12,Norway,0,0,0
2020-02-12,Oman,0,0,0
2020-02-12,Pakistan,0,0,0
2020-02-12,Panama,0,0,0
