Date,Country,Confirmed,Recovered,Deaths
2020-02-19,Afghanistan,0,0,0
2020-02-19,Albania,0,0,0
2020-02-19,Algeria,0,0,0
2020-02-19,Andorra,0,0,0
2020-02-19,Angola,0,0,0
2020-02-19,Antigua and Barbuda,0,0,0
2020-02-19,Argentina,0,0,0
2020-02-19,Armenia,0,0,0
2020-02-19,Australia,15,10,0
2020-02-19,Austria,0,0,0
2020-02-19,Azerbaijan,0,0,0
2020-02-19,Bahamas,0,0,0
2020-02-19,Bahrain,0,0,0
2020-02-19,Bangladesh,0,0,0
2020-02-19,Barbados,0,0,0
2020-02-19,Belarus,0,0,0
2020-02-19,Belgium,1,1,0
2020-02-19,Belize,0,0,0
2020-02-19,Benin,0,0,0
2020-02-19,Bhutan,0,0,0
2020-02-19,Bolivia,0,0,0
2020-02-19,Bosnia and Herzegovina,0,0,0
2020-02-19,Botswana,0,0,0
2020-02-19,Brazil,0,0,0
2020-02-19,Brunei,0,0,0
2020-02-19,Bulgaria,0,0,0
2020-02-19,Burkina Faso,0,0,0
2020-02-19,Burma,0,0,0
2020-02-19,Burundi,0,0,0
2020-02-19,Cabo Verde,0,0,0
2020-02-19,Cambodia,1,1,0
2020-02-19,Cameroon,0,0,0
2020-02-19,Canada,8,1,0
2020-02-19,Central African Republic,0,0,0
2020-02-19,Chad,0,0,0
2020-02-19,Chile,0,0,0
2020-02-19,China,74619,15962,2116
2020-02-19,Colombia,0,0,0
2020-02-19,Congo (Brazzaville),0,0,0
2020-02-19,Congo (Kinshasa),0,0,0
2020-02-19,Costa Rica,0,0,0
2020-02-19,Cote d'Ivoire,0,0,0
2020-02-19,Croatia,0,0,0
2020-02-19,Cuba,0,0,0
2020-02-19,Cyprus,0,0,0
2020-02-19,Czechia,0,0,0
2020-02-19,Denmark,0,0,0
2020-02-19,Diamond Princess,621,1,0
2020-02-19,Djibouti,0,0,0
2020-02-19,Dominica,0,0,0
2020-02-19,Dominican Republic,0,0,0
2020-02-19,Ecuador,0,0,0
2020-02-19,Egypt,1,0,0
2020-02-19,El Salvador,0,0,0
2020-02-19,Equatorial Guinea,0,0,0
2020-02-19,Eritrea,0,0,0
2020-02-19,Estonia,0,0,0
2020-02-19,Eswatini,0,0,0
2020-02-19,Ethiopia,0,0,0
2020-02-19,Fiji,0,0,0
2020-02-19,Finland,1,1,0
2020-02-19,France,12,4,1
2020-02-19,Gabon,0,0,0
2020-02-19,Gambia,0,0,0
2020-02-19,Georgia,0,0,0
2020-02-19,Germany,16,12,0
2020-02-19,Ghana,0,0,0
2020-02-19,Greece,0,0,0
2020-02-19,Grenada,0,0,0
2020-02-19,Guatemala,0,0,0
2020-02-19,Guinea,0,0,0
2020-02-19,Guinea-Bissau,0,0,0
2020-02-19,Guyana,0,0,0
2020-02-19,Haiti,0,0,0
2020-02-19,Holy See,0,0,0
2020-02-19,Honduras,0,0,0
2020-02-19,Hungary,0,0,0
2020-02-19,Iceland,0,0,0
2020-02-19,India,3,3,0
2020-02-19,Indonesia,0,0,0
2020-02-19,Iran,2,0,2
2020-02-19,Iraq,0,0,0
2020-02-19,Ireland,0,0,0
2020-02-19,Israel,0,0,0
2020-02-19,Italy,3,0,0
2020-02-19,Jamaica,0,0,0
2020-02-19,Japan,84,18,1
2020-02-19,Jordan,0,0,0
2020-02-19,Kazakhstan,0,0,0
2020-02-19,Kenya,0,0,0
2020-02-19,"Korea, South",31,12,0
2020-02-19,Kosovo,0,0,0
2020-02-19,Kuwait,0,0,0
2020-02-19,Kyrgyzstan,0,0,0
2020-02-19,Laos,0,0,0
2020-02-19,Latvia,0,0,0
2020-02-19,Lebanon,0,0,0
2020-02-19,Liberia,0,0,0
2020-02-19,Libya,0,0,0
2020-02-19,Liechtenstein,0,0,0
2020-02-19,Lithuania,0,0,0
2020-02-19,Luxembourg,0,0,0
2020-02-19,MS Zaandam,0,0,0
2020-02-19,Madagascar,0,0,0
2020-02-19,Malawi,0,0,0
2020-02-19,Malaysia,22,15,0
2020-02-19,Maldives,0,0,0
2020-02-19,Mali,0,0,0
2020-02-19,Malta,0,0,0
2020-02-19,Mauritania,0,0,0
2020-02-19,Mauritius,0,0,0
2020-02-19,Mexico,0,0,0
2020-02-19,Moldova,0,0,0
2020-02-19,Monaco,0,0,0
2020-02-19,Mongolia,0,0,0
2020-02-19,Montenegro,0,0,0
2020-02-19,Morocco,0,0,0
2020-02-19,Mozambique,0,0,0
2020-02-19,Namibia,0,0,0
2020-02-19,Nepal,1,1,0
2020-02-19,Netherlands,0,0,0
2020-02-19,New Zealand,0,0,0
2020-02-19,Nicaragua,0,0,0
2020-02-19,Niger,0,0,0
2020-02-19,Nigeria,0,0,0
2020-02-19,North Macedonia,0,0,0
2020-02-19,Norway,0,0,0
2020-02-19,Oman,0,0,0
2020-02-19,Pakistan,0,0,0
2020-02-19,Panama,0,0,0
2020-02-19,Papua New Guinea,0,0,0
2020-02-19,Paraguay,0,0,0
2020-02-19,Peru,0,0,0
2020-02-19,Philippines,3,1,1
2020-02-19,Poland,0,0,0
2020-02-19,Portugal,0,0,0
2020-02-19,Qatar,0,0,0
2020-02-19,Romania,0,0,0
2020-02-19,Russia,2,2,0
2020-02-19,Rwanda,0,0,0
2020-02-19,Saint Kitts and Nevis,0,0,0
2020-02-19,Saint Lucia,0,0,0
2020-02-19,Saint Vincent and the Grenadines,0,0,0
2020-02-19,San Marino,0,0,0
2020-02-19,Sao Tome and Principe,0,0,0
2020-02-19,Saudi Arabia,0,0,0
